expected bytes,actual bytes,expected packets,actual packets,bytes ratio,packets ratio
761482788,79800114,90912,97107,0.10479568974840703,1.0681428194297782
695944770,80183744,71887,98702,0.11521567149646085,1.3730159834184206
693451473,79592155,71343,96744,0.11477682015104754,1.3560405365628023
693217185,79093981,64685,95303,0.11409697092261208,1.4733400324650228
64908293,78719722,29802,94080,1.212783734737871,3.1568351117374673
