expected bytes,actual bytes,expected packets,actual packets,bytes ratio,packets ratio
73420262,6790829,10218,9049,0.09249257378024611,0.8855940497161872
73423644,6802301,10218,9060,0.09264455738535668,0.8866705813270699
73435592,6795592,10218,9053,0.09253812510968795,0.8859855157565081
73437858,6801019,10218,9042,0.09260916896568525,0.8849089841456254
73437798,6790076,10218,9049,0.0924602341698753,0.8855940497161872
