expected bytes,actual bytes,expected packets,actual packets,bytes ratio,packets ratio
374197597,41540348,49197,50473,0.11101179786571425,1.0259365408459866
374275102,41522042,49201,50460,0.11093989896234134,1.025588910794496
374331432,41487709,49201,50503,0.11083148636046145,1.0264628767707973
374449101,41466671,49212,50500,0.11074047417729012,1.0261724782573356
374329615,41467871,49201,50495,0.11077902826363338,1.026300278449625
